Customer_ID,Tenure_Months,Monthly_Charges,Total_Usage_GB,Subscription_Type,Payment_Method,Customer_Support_Calls,Churn
55122,4,856.33,71.75,Basic,Debit Card,1,No
55123,35,698.39,131.87,Standard,Net Banking,6,No
55124,48,2451.76,486.89,Basic,UPI,0,No
55125,56,469.81,193.16,Standard,UPI,10,No
55126,59,2153.78,285.17,Basic,UPI,4,Yes
55127,26,1289.43,353.62,Premium,UPI,9,Yes
55128,57,2340.64,372.4,Basic,Net Banking,7,Yes
55129,12,2903.84,345.58,Premium,Credit Card,5,No
55130,11,609.27,171.78,Basic,Credit Card,2,No
55131,37,1148.84,60.31,Premium,UPI,6,Yes
55132,25,2487.34,144.45,Basic,Debit Card,2,Yes
55133,18,1018.63,109.1,Basic,UPI,11,No
55134,19,880.83,72.46,Basic,UPI,4,No
55135,23,2528.52,17.13,Premium,Credit Card,6,No
55136,55,2965.12,468.18,Basic,Debit Card,1,Yes
55137,38,1803.58,460.91,Basic,Credit Card,9,No
55138,54,1050.73,29.96,Basic,Debit Card,3,No
55139,18,1376.13,90.68,Premium,Net Banking,1,No
55140,26,759.35,74.05,Basic,Credit Card,6,No
55141,6,2357.1,144.21,Basic,Net Banking,2,No
55142,4,2388.38,106.01,Premium,Net Banking,8,No
55143,44,2662.83,473.2,Premium,UPI,10,No
55144,51,371.83,46.66,Basic,Debit Card,5,No
55145,29,1817.35,109.78,Premium,Credit Card,0,Yes
55146,59,878.49,44.96,Basic,UPI,9,Yes
55147,34,1220.38,490.29,Basic,Credit Card,7,No
55148,17,2419.38,459.61,Premium,Net Banking,6,No
55149,43,818.49,359.73,Premium,Credit Card,0,No
55150,43,2023.52,215.86,Basic,Credit Card,2,Yes
55151,53,2067.33,99.14,Basic,UPI,2,Yes
55152,16,2876.05,114.64,Basic,Debit Card,2,No
55153,2,2392.93,224.3,Premium,Credit Card,6,No
55154,34,2469.81,385.27,Premium,Net Banking,5,No
55155,55,1735.32,136.04,Basic,Net Banking,10,No
55156,8,804.31,158.84,Premium,UPI,11,No
55157,13,1449.02,301.97,Basic,Net Banking,1,No
55158,42,1783.62,122.68,Standard,Credit Card,4,No
55159,8,2131.73,294.19,Basic,Debit Card,5,Yes
55160,30,1940.81,196.63,Standard,Credit Card,11,No
55161,32,1363.74,22.01,Basic,UPI,1,No
55162,36,1016.35,204.34,Premium,Net Banking,0,No
55163,47,754.22,460.17,Basic,Credit Card,3,No
55164,30,2173.38,150.09,Basic,Credit Card,11,No
55165,1,2042.58,164.8,Premium,Net Banking,3,Yes
55166,43,2155.91,37.64,Standard,Debit Card,3,No
55167,39,1305.82,309.45,Basic,Debit Card,0,Yes
55168,17,1008.5,425.37,Standard,Debit Card,2,No
55169,59,2351.25,179.7,Premium,Net Banking,6,No
55170,20,2388.85,123.92,Standard,Credit Card,3,No
55171,24,1530.16,478.52,Basic,UPI,1,No
55172,50,1952.14,373.81,Basic,Credit Card,7,No
55173,22,1308.5,285.75,Premium,Net Banking,10,No
55174,29,2195.26,156.24,Basic,Net Banking,0,No
55175,22,2556.45,114.3,Standard,Credit Card,8,Yes
55176,44,2158.23,359.29,Standard,Net Banking,4,Yes
55177,9,1683.97,263.29,Basic,Unknown,1,No
55178,37,1538.38,262.7,Basic,Credit Card,3,Yes
55179,10,2034.26,41.49,Premium,Debit Card,2,No
55180,36,2135.49,258.54,Basic,Net Banking,6,No
55181,37,1808.57,412.26,Premium,Net Banking,5,Yes
55182,28,1987.34,473.67,Premium,Debit Card,10,No
55183,28,560.79,57.81,Basic,Debit Card,11,No
55184,42,2869.77,317.43,Basic,Debit Card,10,No
55185,43,2435.09,286.33,Premium,UPI,8,Yes
55186,21,1309.61,445.7,Premium,Net Banking,3,No
55187,24,1819.59,376.87,Basic,Credit Card,11,No
55188,42,427.78,482.8,Basic,Credit Card,2,No
55189,40,411.32,480.22,Standard,Credit Card,6,No
55190,2,977.16,116.71,Standard,Net Banking,5,Yes
55191,55,2162.19,364.05,Standard,UPI,4,No
55192,8,2600.8,267.61,Premium,Unknown,9,No
55193,48,1809.8,111.23,Standard,Net Banking,6,Yes
55194,27,1736.76,101.46,Premium,Net Banking,4,Yes
55195,22,1386.24,45.14,Standard,Net Banking,8,Yes
55196,37,736.31,398.79,Basic,Net Banking,11,No
55197,27,619.56,165.63,Standard,UPI,3,Yes
55198,57,2353.84,429.2,Standard,Debit Card,0,No
55199,29,2804.26,306.12,Basic,Credit Card,9,No
55200,3,1537.36,338.45,Basic,Net Banking,11,No
55201,44,2080.5,149.38,Standard,Net Banking,4,No
55202,13,2769.04,231.36,Standard,Net Banking,0,No
55203,45,543.31,209.1,Premium,Credit Card,11,Yes
55204,10,2380.3,121.67,Premium,UPI,0,No
55205,36,1965.41,417.09,Basic,Credit Card,0,Yes
55206,9,1916.32,312.93,Premium,UPI,0,No
55207,54,1089.86,23.53,Basic,Debit Card,7,No
55208,56,2146.51,410.86,Basic,Net Banking,1,No
55209,55,2445.95,57.49,Basic,UPI,8,No
55210,27,604.72,204.83,Standard,Credit Card,6,Yes
55211,34,1740.51,287.77,Basic,UPI,10,No
55212,51,573.42,8.79,Basic,UPI,2,No
55213,1,2655.95,328.19,Basic,Debit Card,8,Yes
55214,32,1670.62,331.55,Basic,Net Banking,3,No
55215,25,2481.51,328.0,Premium,Unknown,6,Yes
55216,29,1293.83,85.92,Premium,Credit Card,2,No
55217,7,637.71,131.59,Standard,Credit Card,4,No
55218,49,412.05,127.45,Standard,Debit Card,3,Yes
55219,3,1060.08,480.23,Standard,UPI,5,No
55220,20,959.43,38.43,Premium,UPI,11,No
55221,20,1812.95,217.24,Standard,Credit Card,8,No
55222,53,358.69,436.27,Basic,Net Banking,4,No
55223,30,1705.54,385.89,Basic,UPI,0,No
55224,35,1357.78,412.11,Basic,Debit Card,4,No
55225,35,1858.23,486.29,Basic,Credit Card,4,Yes
55226,49,2196.53,196.69,Basic,UPI,8,No
55227,39,2012.05,158.28,Premium,Unknown,7,No
55228,27,2958.54,20.18,Standard,Net Banking,4,No
55229,26,673.32,79.26,Basic,Debit Card,4,Yes
55230,14,1460.29,283.2,Basic,Debit Card,1,No
55231,17,1447.04,83.04,Standard,Credit Card,8,No
55232,18,1426.04,369.47,Basic,Credit Card,10,No
55233,45,2092.26,23.43,Basic,Net Banking,3,No
55234,52,1622.54,133.45,Premium,Net Banking,6,No
55235,29,1697.07,349.25,Standard,UPI,9,No
55236,20,1467.36,131.47,Premium,UPI,5,No
55237,53,2977.59,365.74,Premium,UPI,4,No
55238,27,2804.42,497.95,Premium,Debit Card,10,No
55239,18,1130.86,399.56,Basic,Debit Card,10,Yes
55240,4,601.3,174.21,Basic,UPI,4,No
55241,1,2567.36,450.79,Basic,Net Banking,6,No
55242,50,2992.36,30.33,Basic,Credit Card,1,No
55243,1,1090.04,363.88,Standard,Debit Card,8,No
55244,58,1266.02,16.54,Premium,Unknown,1,No
55245,26,2842.41,91.4,Premium,UPI,8,No
55246,45,2220.05,493.85,Premium,Credit Card,10,No
55247,20,1098.22,183.64,Standard,Debit Card,3,No
55248,52,1868.83,411.15,Standard,Credit Card,9,No
55249,23,2849.42,191.16,Basic,Debit Card,10,Yes
55250,10,2491.9,420.81,Standard,Credit Card,9,No
55251,59,2302.95,482.89,Premium,Credit Card,5,No
55252,11,2289.89,220.59,Basic,Debit Card,0,No
55253,41,780.65,281.88,Standard,Credit Card,4,Yes
55254,41,2526.64,316.18,Premium,Net Banking,5,Yes
55255,5,1045.52,467.74,Basic,Debit Card,8,No
55256,58,2811.99,132.09,Premium,Debit Card,8,No
55257,1,1284.53,307.57,Basic,Net Banking,8,No
55258,17,2615.68,165.74,Premium,Credit Card,2,Yes
55259,22,1018.83,112.38,Basic,Net Banking,3,Yes
55260,34,1689.22,47.04,Basic,Debit Card,7,Yes
55261,56,588.59,312.25,Basic,Net Banking,7,Yes
55262,45,2082.32,441.63,Standard,Credit Card,1,No
55263,41,2557.41,178.94,Premium,Net Banking,7,No
55264,29,2239.81,278.57,Standard,Debit Card,6,No
55265,4,1712.8,322.86,Premium,Credit Card,8,Yes
55266,5,421.81,210.25,Premium,Debit Card,4,Yes
55267,11,2820.29,452.16,Basic,Debit Card,1,Yes
55268,56,2204.82,184.56,Standard,UPI,4,No
55269,51,2313.83,66.88,Basic,Debit Card,1,No
55270,21,2445.64,76.29,Standard,Debit Card,11,No
55271,35,2318.91,445.97,Basic,Credit Card,4,No
55272,12,1491.01,494.06,Basic,Credit Card,8,No
55273,26,2280.78,148.02,Standard,Credit Card,6,No
55274,51,1987.57,76.08,Basic,Net Banking,6,No
55275,19,2605.84,243.7,Standard,Net Banking,0,No
55276,45,2466.64,356.22,Premium,Credit Card,8,No
55277,7,411.71,308.14,Basic,Net Banking,5,No
55278,47,1323.0,475.8,Premium,UPI,6,No
55279,55,393.73,409.8,Standard,Net Banking,11,No
55280,7,575.6,435.14,Basic,UPI,1,No
55281,26,1923.81,273.13,Premium,Credit Card,0,No
55282,40,2659.32,167.0,Basic,Credit Card,10,No
55283,5,623.53,352.36,Basic,Net Banking,3,No
55284,21,1517.94,222.33,Basic,Credit Card,11,Yes
55285,14,2759.37,147.44,Standard,Credit Card,8,No
55286,4,2498.61,80.37,Standard,Debit Card,8,No
55287,23,1703.1,266.3,Basic,Credit Card,10,Yes
55288,42,2383.24,299.16,Basic,Debit Card,2,No
55289,20,1711.27,286.55,Premium,Credit Card,0,No
55290,15,726.85,62.69,Premium,UPI,1,No
55291,50,636.79,287.14,Standard,UPI,8,No
55292,52,808.59,88.36,Basic,Credit Card,8,No
55293,45,1247.49,333.54,Basic,UPI,11,No
55294,29,2812.43,217.55,Premium,UPI,0,No
55295,8,2459.13,425.15,Basic,UPI,8,No
55296,41,1468.56,390.24,Basic,Net Banking,0,Yes
55297,48,1631.31,363.57,Standard,UPI,9,No
55298,19,1017.15,351.86,Standard,Debit Card,3,Yes
55299,48,2201.75,282.44,Standard,Net Banking,4,No
55300,39,2467.47,35.25,Basic,Debit Card,7,No
55301,46,945.04,329.47,Standard,Debit Card,4,No
55302,28,412.92,236.13,Standard,Debit Card,4,No
55303,46,1984.5,237.43,Standard,Net Banking,3,Yes
55304,57,1818.78,192.62,Basic,Credit Card,8,Yes
55305,27,1385.75,464.89,Premium,UPI,7,No
55306,4,2038.51,128.48,Standard,UPI,8,Yes
55307,58,1786.66,161.71,Standard,Credit Card,6,Yes
55308,15,976.57,481.71,Standard,Credit Card,6,No
55309,35,1373.87,406.03,Basic,Debit Card,4,No
55310,37,1455.91,11.97,Basic,Net Banking,9,No
55311,1,2676.67,453.52,Basic,Debit Card,0,Yes
55312,3,2894.44,117.19,Basic,UPI,11,No
55313,47,2711.1,354.44,Standard,Unknown,5,No
55314,24,2241.78,278.77,Standard,UPI,9,Yes
55315,27,1879.48,270.72,Basic,Credit Card,5,No
55316,40,2161.01,360.37,Premium,Net Banking,9,Yes
55317,36,2835.59,107.55,Basic,Debit Card,3,No
55318,34,975.0,83.72,Basic,UPI,1,No
55319,29,1744.83,327.7,Basic,Net Banking,0,No
55320,24,2161.94,148.84,Standard,UPI,2,No
55321,24,2133.97,487.11,Standard,Credit Card,10,No
55322,42,981.15,228.5,Premium,UPI,8,No
55323,4,1884.18,60.24,Basic,Net Banking,11,No
55324,3,2448.97,344.48,Basic,Net Banking,0,No
55325,34,1582.71,156.55,Standard,Debit Card,4,No
55326,57,2441.9,78.55,Standard,UPI,9,Yes
55327,49,1271.68,214.3,Premium,Credit Card,5,No
55328,23,2834.65,482.29,Basic,UPI,8,No
55329,53,1741.61,208.66,Standard,Debit Card,0,No
55330,56,1909.06,176.93,Basic,Credit Card,11,No
55331,52,384.68,225.03,Standard,Credit Card,4,No
55332,23,759.73,11.0,Basic,Debit Card,0,No
55333,45,2008.92,70.89,Standard,Credit Card,1,No
55334,5,1433.65,425.59,Standard,Net Banking,1,Yes
55335,31,1672.04,489.13,Basic,Net Banking,10,Yes
55336,53,470.02,83.18,Basic,Credit Card,4,No
55337,41,2552.17,270.08,Basic,UPI,9,Yes
55338,57,2418.17,483.34,Basic,Credit Card,3,Yes
55339,57,800.46,82.51,Basic,UPI,5,Yes
55340,54,2012.69,97.22,Basic,Unknown,4,No
55341,6,2509.45,463.77,Premium,Net Banking,1,No
55342,37,2030.31,354.32,Basic,Net Banking,8,Yes
55343,57,1138.07,80.22,Basic,Debit Card,9,No
55344,10,2071.5,199.78,Premium,Debit Card,7,No
55345,40,868.25,32.85,Basic,Net Banking,8,No
55346,7,1159.29,219.17,Premium,Debit Card,10,No
55347,39,948.19,390.06,Standard,Credit Card,5,No
55348,38,1803.7,279.22,Premium,Credit Card,4,No
55349,21,592.21,325.48,Basic,UPI,4,Yes
55350,20,2819.94,166.78,Standard,UPI,1,No
55351,3,1200.48,84.89,Basic,UPI,10,No
55352,51,891.22,11.49,Premium,Credit Card,3,No
55353,22,1640.68,411.55,Basic,Net Banking,1,No
55354,47,1047.89,320.14,Standard,UPI,1,No
55355,4,1744.24,118.51,Basic,Credit Card,11,No
55356,28,1240.97,212.12,Premium,Net Banking,7,No
55357,12,656.58,401.71,Standard,Debit Card,3,No
55358,38,1017.92,271.66,Basic,Credit Card,11,No
55359,51,1483.79,153.58,Basic,Debit Card,3,No
55360,36,381.79,137.26,Basic,UPI,6,No
55361,47,2380.73,112.72,Basic,Net Banking,3,No
55362,41,1978.93,412.75,Basic,Credit Card,8,Yes
55363,5,1923.67,293.02,Premium,UPI,8,No
55364,13,1774.33,356.03,Standard,UPI,11,Yes
55365,23,1893.85,430.76,Premium,Net Banking,2,No
55366,58,2823.56,493.5,Standard,Debit Card,5,No
55367,50,323.14,128.49,Standard,UPI,6,Yes
55368,30,429.06,94.55,Standard,Net Banking,2,No
55369,37,817.03,233.69,Basic,Net Banking,3,No
55370,25,751.71,22.36,Standard,Credit Card,0,No
55371,48,789.23,396.9,Standard,UPI,10,No
55372,27,2114.25,442.46,Premium,Debit Card,8,No
55373,51,1540.6,344.59,Standard,Debit Card,6,Yes
55374,14,2977.8,137.66,Premium,UPI,9,Yes
55375,57,912.59,65.96,Standard,Debit Card,6,No
55376,48,1139.24,194.16,Standard,Net Banking,8,No
55377,59,2957.45,417.5,Standard,Net Banking,11,No
55378,47,2545.75,177.17,Basic,UPI,5,No
55379,54,1568.46,21.96,Basic,Debit Card,7,Yes
55380,36,1797.41,140.77,Premium,Net Banking,4,No
55381,39,2576.58,495.02,Premium,UPI,7,No
55382,16,1598.65,339.95,Basic,Net Banking,11,Yes
55383,56,856.26,450.92,Premium,UPI,9,Yes
55384,22,2536.8,388.56,Basic,Credit Card,0,Yes
55385,21,1751.99,272.15,Standard,Credit Card,2,Yes
55386,54,713.22,78.6,Basic,Unknown,3,No
55387,21,1665.08,177.58,Basic,Credit Card,10,No
55388,8,1415.65,293.95,Basic,Credit Card,8,No
55389,49,2667.47,435.96,Basic,Debit Card,7,No
55390,16,640.35,137.99,Basic,Credit Card,7,No
55391,59,2663.07,65.01,Basic,Debit Card,1,No
55392,55,1682.97,281.62,Basic,Credit Card,6,No
55393,31,1391.78,92.37,Basic,Credit Card,11,Yes
55394,42,737.31,307.13,Basic,Net Banking,2,Yes
55395,10,2192.21,135.44,Standard,UPI,5,No
55396,32,2802.38,119.33,Premium,Credit Card,3,Yes
55397,59,1313.52,202.59,Basic,Unknown,5,No
55398,34,952.28,298.63,Basic,UPI,3,Yes
55399,9,1798.14,274.93,Standard,Net Banking,2,No
55400,17,2449.7,126.14,Basic,UPI,1,No
55401,11,310.17,446.1,Standard,UPI,3,Yes
55402,32,2004.72,59.39,Basic,Credit Card,9,No
55403,10,1910.59,24.54,Basic,Net Banking,1,No
55404,22,1159.01,303.34,Basic,UPI,6,No
55405,57,1518.84,66.09,Basic,Credit Card,0,No
55406,17,966.8,254.92,Premium,Net Banking,10,No
55407,4,2432.69,476.13,Basic,Credit Card,0,No
55408,48,2013.24,350.8,Premium,Net Banking,4,Yes
55409,52,1738.32,310.64,Basic,Unknown,6,Yes
55410,47,1359.82,289.53,Premium,Debit Card,0,Yes
55411,25,1086.74,93.87,Basic,Debit Card,11,No
55412,59,2521.39,219.16,Basic,Debit Card,11,No
55413,21,1518.8,174.55,Standard,UPI,3,Yes
55414,37,1653.91,476.77,Basic,Credit Card,4,Yes
55415,38,1706.24,124.95,Premium,Net Banking,1,No
55416,49,1510.59,238.4,Standard,Credit Card,6,Yes
55417,1,991.44,469.35,Standard,UPI,3,No
55418,25,624.92,395.64,Basic,Debit Card,7,Yes
55419,51,566.05,482.44,Standard,Debit Card,0,Yes
55420,36,2345.15,306.12,Standard,Credit Card,9,No
55421,17,903.53,170.22,Premium,Credit Card,0,No
55422,41,450.32,414.19,Basic,Net Banking,0,No
55423,24,2453.3,149.27,Premium,Credit Card,3,No
55424,2,715.97,86.56,Premium,Net Banking,0,Yes
55425,40,1987.89,354.61,Premium,Net Banking,4,No
55426,15,1214.34,321.28,Standard,Debit Card,5,Yes
55427,32,641.5,440.08,Standard,Credit Card,6,No
55428,39,1419.1,481.15,Basic,Debit Card,7,No
55429,59,339.98,429.31,Premium,Net Banking,7,No
55430,6,2570.82,34.71,Premium,Debit Card,1,No
55431,1,1686.44,333.93,Basic,Debit Card,11,No
55432,47,675.73,393.44,Basic,Net Banking,3,Yes
55433,23,939.85,491.05,Premium,UPI,6,No
55434,58,1509.53,190.46,Basic,UPI,8,No
55435,39,809.95,89.09,Basic,Credit Card,8,Yes
55436,57,1025.22,427.2,Premium,Debit Card,10,No
55437,17,1742.84,162.15,Premium,Credit Card,2,No
55438,34,2548.04,301.11,Premium,Debit Card,11,Yes
55439,59,1384.97,198.0,Basic,Credit Card,6,No
55440,41,2235.83,204.15,Basic,Credit Card,3,No
55441,29,2667.05,367.57,Standard,Net Banking,8,Yes
55442,9,884.01,183.93,Standard,UPI,6,No
55443,13,2479.42,348.07,Basic,UPI,5,No
55444,6,2344.99,12.09,Premium,UPI,8,No
55445,6,1263.73,165.7,Premium,Net Banking,6,No
55446,20,2971.7,162.93,Basic,UPI,10,No
55447,52,1008.95,375.67,Basic,Net Banking,7,Yes
55448,53,987.97,160.71,Basic,Debit Card,10,Yes
55449,3,2385.1,318.5,Standard,Net Banking,4,No
55450,17,1473.57,345.82,Basic,Credit Card,3,No
55451,49,1193.15,330.92,Standard,Credit Card,0,No
55452,12,782.39,303.63,Standard,Debit Card,7,No
55453,48,2366.4,209.74,Premium,Debit Card,5,No
55454,47,2423.07,189.79,Basic,Credit Card,3,Yes
55455,45,1829.72,284.47,Standard,UPI,2,No
55456,55,2884.75,36.53,Standard,UPI,4,No
55457,1,1159.04,438.53,Standard,UPI,3,No
55458,17,892.97,413.53,Premium,Debit Card,10,No
55459,3,2129.16,176.46,Standard,Credit Card,10,No
55460,26,2347.7,285.58,Premium,Net Banking,6,No
55461,15,907.25,466.45,Basic,Debit Card,5,No
55462,36,506.85,139.46,Standard,Credit Card,2,No
55463,32,2488.39,372.52,Standard,UPI,11,Yes
55464,32,2936.56,45.95,Premium,UPI,9,No
55465,4,2040.62,264.07,Basic,UPI,10,Yes
55466,18,1050.24,442.56,Basic,Credit Card,11,No
55467,49,2991.02,278.1,Standard,UPI,0,Yes
55468,19,2711.82,310.05,Basic,Credit Card,6,Yes
55469,43,1686.13,454.28,Standard,Debit Card,4,No
55470,52,2528.37,359.1,Premium,Net Banking,0,No
55471,35,2502.72,349.46,Premium,UPI,0,No
55472,40,2823.96,295.26,Basic,Debit Card,5,Yes
55473,14,2570.49,318.33,Basic,Debit Card,3,Yes
55474,58,2037.93,402.83,Standard,Credit Card,7,No
55475,33,1945.12,489.72,Standard,Debit Card,1,No
55476,14,1561.86,398.69,Standard,Credit Card,3,No
55477,34,1991.51,355.23,Standard,Credit Card,11,No
55478,55,2447.08,72.09,Standard,Debit Card,7,No
55479,4,2916.4,409.45,Basic,Credit Card,11,No
55480,24,1561.68,369.32,Premium,Credit Card,7,No
55481,59,1848.86,386.36,Basic,Credit Card,4,No
55482,29,1500.97,119.39,Basic,Debit Card,2,No
55483,19,2104.92,452.2,Premium,Net Banking,3,No
55484,6,2000.79,53.15,Standard,Credit Card,2,No
55485,57,348.15,130.54,Standard,UPI,10,No
55486,33,1761.14,333.2,Basic,Debit Card,1,No
55487,49,538.91,338.49,Basic,Debit Card,3,No
55488,40,371.24,160.1,Basic,Credit Card,8,Yes
55489,19,2436.23,352.25,Standard,Debit Card,5,No
55490,53,998.35,197.03,Basic,UPI,3,No
55491,1,1219.77,5.09,Standard,Net Banking,0,No
55492,5,473.03,85.49,Premium,Debit Card,6,No
55493,27,784.65,441.9,Standard,Debit Card,1,No
55494,16,2367.13,115.23,Premium,Debit Card,11,No
55495,6,1632.53,60.89,Premium,Credit Card,5,No
55496,40,2677.8,342.69,Premium,UPI,9,Yes
55497,13,1372.55,223.15,Standard,Net Banking,0,No
55498,48,1025.49,399.31,Basic,UPI,6,No
55499,35,1238.52,431.42,Standard,UPI,3,No
55500,19,2224.48,423.76,Standard,Unknown,10,Yes
55501,12,1798.52,159.94,Basic,Net Banking,2,No
55502,16,2741.32,255.25,Standard,UPI,9,No
55503,59,1925.86,326.82,Standard,Net Banking,6,No
55504,43,1631.15,164.38,Basic,Credit Card,2,Yes
55505,10,2421.53,25.34,Standard,Debit Card,7,Yes
55506,25,2858.34,250.35,Basic,Credit Card,10,No
55507,20,1260.78,11.35,Basic,Net Banking,3,No
55508,31,974.67,475.57,Premium,Debit Card,2,No
55509,4,1963.79,399.36,Standard,Credit Card,6,No
55510,44,1646.96,100.04,Standard,Debit Card,6,No
55511,23,2970.8,147.35,Basic,Credit Card,8,No
55512,2,1548.38,491.51,Standard,UPI,9,No
55513,56,500.7,189.91,Basic,Debit Card,6,No
55514,22,2938.9,392.94,Standard,Net Banking,5,No
55515,51,2577.68,226.17,Premium,Debit Card,2,Yes
55516,57,781.28,432.73,Premium,Net Banking,3,No
55517,37,2742.43,353.36,Basic,Credit Card,7,No
55518,8,1219.8,16.34,Standard,Credit Card,5,No
55519,7,1318.2,150.72,Premium,Net Banking,8,No
55520,14,2747.26,281.21,Basic,Credit Card,7,No
55521,56,1731.31,463.46,Basic,Debit Card,7,No
55522,55,671.96,55.5,Premium,Credit Card,10,No
55523,3,1296.45,302.58,Premium,Net Banking,9,No
55524,50,2249.66,154.58,Standard,Net Banking,9,No
55525,16,770.3,445.22,Basic,UPI,6,Yes
55526,55,1893.62,383.76,Standard,Net Banking,9,No
55527,19,2177.24,188.0,Basic,Credit Card,10,No
55528,51,1228.4,87.72,Standard,Net Banking,0,No
55529,18,2173.48,10.69,Standard,Credit Card,4,No
55530,52,2687.36,312.46,Standard,Credit Card,6,No
55531,16,1574.72,206.03,Standard,UPI,9,No
55532,8,1333.86,160.8,Premium,Credit Card,8,Yes
55533,33,978.13,492.82,Standard,Net Banking,11,No
55534,49,1931.35,235.74,Basic,Net Banking,3,No
55535,12,2675.6,376.17,Basic,Net Banking,7,No
55536,53,1176.59,92.82,Basic,Credit Card,0,No
55537,11,1369.84,11.66,Standard,Net Banking,3,No
55538,5,1397.89,211.69,Premium,Debit Card,3,No
55539,27,1814.19,334.5,Standard,Debit Card,1,Yes
55540,12,916.7,255.77,Basic,Net Banking,10,No
55541,17,2519.97,445.78,Basic,Credit Card,10,Yes
55542,6,1098.13,219.82,Basic,Net Banking,2,No
55543,33,2204.48,158.95,Basic,Debit Card,2,Yes
55544,5,1685.68,458.44,Standard,Credit Card,8,No
55545,57,1881.92,206.37,Basic,Net Banking,6,No
55546,28,784.94,138.48,Basic,Credit Card,1,Yes
55547,14,2284.56,53.34,Basic,Net Banking,8,No
55548,5,809.28,397.69,Standard,UPI,7,No
55549,54,606.38,413.42,Standard,Credit Card,5,No
55550,56,1776.03,21.48,Premium,Debit Card,5,No
55551,59,2215.1,182.53,Basic,Debit Card,11,No
55552,33,435.1,376.19,Premium,Debit Card,1,No
55553,50,487.37,473.46,Standard,Debit Card,2,No
55554,48,2467.23,192.02,Basic,Net Banking,5,No
55555,41,2484.39,436.67,Basic,Net Banking,11,No
55556,19,962.32,199.89,Basic,Credit Card,2,Yes
55557,22,1961.12,93.85,Standard,UPI,10,Yes
55558,5,1496.59,6.71,Basic,UPI,10,No
55559,59,2008.28,168.44,Premium,Credit Card,6,No
55560,2,2629.77,192.35,Basic,Debit Card,4,Yes
55561,30,515.61,472.83,Standard,UPI,3,No
55562,47,2400.56,107.0,Basic,UPI,7,Yes
55563,39,1631.18,194.2,Standard,Credit Card,10,No
55564,4,1823.14,17.45,Premium,Debit Card,10,Yes
55565,33,2065.61,382.95,Premium,Net Banking,1,Yes
55566,13,2791.08,457.99,Basic,Net Banking,2,No
55567,20,453.14,122.72,Basic,UPI,9,No
55568,54,379.59,217.35,Premium,Unknown,11,Yes
55569,7,781.31,65.45,Basic,Credit Card,3,No
55570,15,2963.41,231.13,Standard,UPI,11,No
55571,23,2230.71,71.0,Premium,UPI,9,No
55572,14,1959.53,264.06,Standard,Debit Card,5,No
55573,23,427.01,368.64,Basic,Net Banking,4,No
55574,19,2673.6,278.9,Premium,Debit Card,4,Yes
55575,54,2494.44,126.38,Premium,UPI,6,Yes
55576,29,2094.96,180.13,Standard,Unknown,7,No
55577,56,1215.65,321.09,Standard,Debit Card,5,Yes
55578,20,490.36,296.93,Premium,Net Banking,2,No
55579,29,1866.1,72.7,Premium,UPI,3,Yes
55580,24,2243.18,423.25,Premium,UPI,0,No
55581,18,554.45,240.22,Standard,UPI,10,Yes
55582,10,2011.17,85.37,Premium,Credit Card,4,No
55583,41,1073.19,65.8,Standard,Debit Card,11,No
55584,57,2363.46,482.95,Basic,Debit Card,9,No
55585,8,1756.96,144.36,Standard,UPI,7,No
55586,26,648.4,454.75,Standard,Debit Card,2,No
55587,29,1721.6,208.24,Premium,UPI,9,No
55588,10,1368.49,196.03,Premium,Debit Card,3,No
55589,17,786.96,351.96,Basic,Net Banking,3,No
55590,2,2572.09,9.89,Standard,Debit Card,5,No
55591,6,329.78,172.35,Standard,UPI,8,Yes
55592,58,1142.75,154.81,Premium,Debit Card,9,Yes
55593,5,334.01,434.71,Basic,Net Banking,2,No
55594,28,559.22,266.92,Standard,Net Banking,3,No
55595,41,1102.16,185.46,Standard,Net Banking,5,Yes
55596,5,446.53,136.71,Premium,UPI,5,No
55597,18,1910.9,297.3,Standard,Credit Card,6,Yes
55598,26,534.53,80.08,Standard,UPI,0,No
55599,20,2194.63,126.87,Premium,Unknown,8,Yes
55600,41,442.13,150.34,Standard,Debit Card,1,Yes
55601,49,460.13,305.91,Basic,Net Banking,3,No
55602,27,1124.38,189.76,Basic,Credit Card,2,No
55603,49,2720.74,255.36,Premium,Credit Card,2,No
55604,12,2031.76,326.97,Basic,Net Banking,10,No
55605,7,2379.35,478.35,Standard,UPI,4,No
55606,59,682.19,383.59,Standard,Credit Card,6,No
55607,3,2552.14,205.6,Premium,Net Banking,11,Yes
55608,10,321.99,375.4,Standard,UPI,6,No
55609,34,875.25,475.1,Standard,Debit Card,6,No
55610,25,1963.45,252.19,Basic,UPI,2,Yes
55611,35,1313.17,208.2,Standard,Credit Card,8,No
55612,16,2957.32,43.62,Basic,UPI,5,Yes
55613,2,381.92,446.72,Premium,UPI,10,Yes
55614,24,2996.22,126.98,Premium,Debit Card,11,Yes
55615,10,1983.8,36.66,Basic,Net Banking,10,Yes
55616,38,1808.51,270.92,Basic,UPI,9,Yes
55617,22,460.68,423.72,Standard,Debit Card,10,No
55618,26,1037.99,206.28,Standard,Credit Card,7,Yes
55619,43,2796.59,392.62,Standard,Net Banking,0,No
55620,55,1256.46,419.02,Premium,Credit Card,3,No
55621,39,2086.46,229.93,Premium,Net Banking,6,No
55622,27,2998.64,297.52,Standard,UPI,11,No
